topicid;dnbid;rel
25;989041492;0
25;990720098;0
25;992157110;0
25;1009852310;0
25;1077605315;0
25;1136021841;0
25;1033094323;0
25;980419913;0
25;999697404;0
25;1072239515;0
25;998742546;0
25;1004755392;0
25;1119977541;0
25;988446472;0
25;1065045379;0
25;1076038670;0
25;987163655;0
25;993929168;0
25;1132967503;0
25;1065045808;0
25;1012006190;0
25;985629878;0
25;990036480;0
25;097162240X;0
7;1018320857;2
7;1018815279;2
7;1029368872;2
7;985383283;2
7;988812509;2
7;098349956X;0
7;993291368;2
7;1000031659;2
7;1008917613;2
7;978635272;1
7;1009639943;0
7;1046939580;0
7;099214566X;2
7;994521537;0
7;996795987;0
7;1009760343;2
7;1020077182;1
7;1007145862;0
7;1114283207;0
7;1126969842;0
7;990518213;0
7;998577995;1
7;1006150102;0
7;1126326879;0
7;1088318614;1
7;988812363;0
7;999134345;0
7;1018321020;2
7;1026662230;0
7;1029368929;0
7;992060141;0
7;1027158730;0
7;1055901396;1
7;1041354061;0
7;999949349;1
7;1073787346;0
7;1054919666;0
7;1057873535;0
7;1029160066;0
7;0106772902X;0
7;1107983142;0
7;1070409618;0
7;1028540493;0
7;0102213891X;1
7;0101625802X;0
7;1036234010;0
7;1008658944;1
7;1034834010;0
7;1031295763;0
7;0112150132X;0
7;1028206402;0
7;1050181220;0
7;1088318517;0
7;1088318576;0
7;1029160074;0
7;1081430311;0
7;0110576012X;0
7;985483652;0
7;1017631794;0
7;999658328;1
7;1055831649;0
7;1061009122;0
7;1045240389;0
7;981185266;0
7;1080492542;1
12;1126121355;2
12;1065759991;2
12;1074585224;1
12;997920068;1
12;1097585360;1
12;1079661999;1
12;0101662185X;2
12;1072247925;1
12;987737449;1
12;1110728204;2
12;1110046030;1
12;997488948;1
12;1066723818;2
12;1079554297;2
12;994207425;1
12;1009134388;1
12;1012505669;1
12;1013689992;1
12;1055946950;0
12;1133554849;1
12;989261255;1
12;997278870;1
12;995914931;2
12;1075810051;0
12;999759361;0
12;1082215864;1
12;1135667411;2
12;1074035836;1
12;994033664;0
12;1060387883;2
12;1072459949;1
12;1042523983;2
12;988528355;0
12;1099956684;1
12;1125947438;0
12;1126732354;1
12;988403358;2
12;1002248310;2
12;1046022164;1
12;988538105;2
12;1058655566;1
12;1125947446;1
12;1008009210;0
12;986807079;0
12;991046072;1
12;996206418;1
12;1077304919;0
12;1047640597;2
12;1046021222;0
12;1051458285;0
12;1071947273;0
12;1072244543;0
12;1117735230;0
12;986877956;0
12;1066285675;0
12;1037322118;0
12;1125947039;0
12;098905747X;0
12;1029835535;0
12;986903477;1
12;996278133;0
12;996364072;1
12;1004406967;0
12;1011121115;1
12;0109489821X;0
12;1117236951;0
12;1045607304;2
12;1067968776;0
12;1097490599;0
12;1103026968;0
12;1117804984;1
12;1066287651;0
12;0107730384X;0
12;1097473643;1
12;1097608719;0
12;988939401;0
12;1009334093;2
12;1117809048;0
12;1045438634;0
12;987386565;2
12;991575032;0
12;099294788X;0
12;993471307;1
12;993770983;1
12;1000131262;0
12;1009134566;0
12;1016371179;0
12;1067969918;0
12;1000543242;1
12;1000717887;0
12;1117804739;0
12;0111301511X;1
12;1125945907;0
12;1133498825;0
12;1056019794;0
12;990864278;0
12;1110365764;1
12;1000498514;0
12;1013489632;1
12;1022526642;0
12;0103016729X;0
12;995566712;1
12;1075375193;1
12;972846085;0
12;099046539X;0
12;993047211;0
12;995563411;0
12;1003243312;0
12;0100583721X;1
12;1017129002;0
12;1053021429;0
12;1121933122;0
12;1136026061;0
12;1136868232;1
12;1065872844;1
12;1028206046;0
12;1051936632;1
12;0109576649X;0
12;987694081;0
12;997984414;0
12;1002101301;0
12;1016147872;0
12;1017634084;0
12;1026813476;1
12;1059312468;0
12;1046999249;0
12;1080242775;0
12;1054898553;2
12;1098135849;1
12;1126128872;1
12;1133498116;1
12;1135668965;0
12;992368316;0
12;1006072411;0
12;0101693582X;0
12;1032590807;0
12;1097421163;0
12;1125646837;0
12;1051396980;2
12;1069788864;0
12;1053763697;1
12;984512993;1
12;987728547;0
12;992430518;0
12;993258999;0
12;1007173858;0
12;1014425905;0
12;1015477631;0
12;0102258782X;0
12;1137280670;1
12;1075860741;0
12;988706865;0
12;990018679;0
12;992519667;0
12;099576719X;0
12;999858521;0
12;1004964013;0
12;1069476714;0
12;1064687652;0
12;1063805023;0
12;1135963525;1
12;1135963622;1
12;0113596422X;0
12;1136866981;1
12;1136958754;0
12;1138633879;0
12;1135670935;1
12;1138446149;0
12;1136662111;0
12;1038616042;0
12;1051356938;0
12;1074528247;0
12;1077305818;2
12;1046472348;0
12;0109749361X;0
12;1137057130;0
12;1065983247;0
12;1069729043;0
12;1072720604;0
12;1135666962;0
12;1074673085;0
12;1076865615;0
12;0109756505X;0
12;1020802707;1
12;1021314943;0
12;1048327426;0
12;1070580031;0
12;1077314523;1
12;1125948353;1
12;1065873638;0
12;999571133;0
12;1077300271;0
12;1063693578;0
12;0112154679X;1
12;1082303828;0
12;1053655495;0
12;1072184796;0
12;1062958217;0
12;1117760588;0
12;1112266674;0
12;1063160014;0
12;999630083;0
12;1063120802;0
12;1076270948;0
12;1046016318;0
12;0103361548X;0
12;1007776595;0
12;1078728445;0
12;1114413798;0
12;1058703056;0
12;1139785958;0
12;1125530669;0
12;1032798874;0
12;1101601973;0
15;1051978548;2
15;1072560887;2
15;1063759552;2
15;1033112364;2
15;1010331469;2
15;1109910177;2
15;099905936X;1
15;987298143;2
15;1019611049;2
15;973485434;2
15;1105179869;2
15;1115665642;1
15;1052894917;1
15;997949864;2
15;994207034;2
15;1028985207;2
15;1125229780;0
15;0111780948X;2
15;1044785837;1
15;0105098188X;2
15;1060638606;2
15;1047228408;2
15;987523546;2
15;0100711570X;2
15;1117808335;1
15;1140138405;1
15;1035099217;2
15;1104708337;2
15;1008662941;2
15;988538539;1
15;1000155145;2
15;1009638998;1
15;1020262907;2
15;1011089491;1
15;996718079;2
15;1062609514;1
15;1063810825;1
15;992752558;1
15;1014179076;2
15;1127351915;2
15;1028323913;1
15;1060384310;1
15;1110324006;2
15;1009964127;1
15;1045308242;2
15;996248056;1
15;990324842;2
15;0103789927X;2
15;1097388824;1
15;996544453;1
15;1036943283;1
15;1044549823;2
15;1103840266;2
15;0102174624X;1
15;1024001555;2
15;1120523362;2
15;1022905058;1
15;1045926221;1
15;1045264253;0
15;1046076973;1
15;0100084062X;1
15;1077303564;0
15;1051806003;1
15;0105480463X;0
15;1074464974;2
15;098870465X;1
15;990772500;2
15;992849306;2
15;997897988;1
15;999599348;1
15;1018043446;2
15;0111303419X;1
15;0101172734X;1
15;994759738;1
15;989016102;1
15;989069966;0
15;989831159;2
15;993508472;1
15;995737622;0
15;1000680096;0
15;1001049829;2
15;1003460496;1
15;1019650621;1
15;1021464740;0
15;1021846074;0
15;1079538046;2
15;0104995615X;1
15;1047022427;0
15;1067706275;1
15;1110315929;0
15;1047884933;0
15;1047223465;0
15;1062842464;0
15;1047800837;2
15;980436877;1
15;989040828;1
15;989548848;2
15;990907171;1
15;994145381;2
15;997484454;0
15;1001351487;2
15;1002098548;0
15;1005399611;2
15;1006224688;2
15;1007115572;2
15;1007118547;1
15;1010763954;2
15;1011086395;1
15;1012733130;1
15;1016925050;2
15;1017605599;2
15;1019897988;2
15;1021563730;1
15;1023756501;1
15;1023867478;1
15;1028145063;1
15;1029612447;1
15;1030023581;0
15;1042643962;1
15;1036399966;0
15;1044866896;2
15;1052063020;1
15;1058659669;1
15;1117706877;2
15;1128861380;1
15;994166672;0
15;999059386;2
15;1046497138;0
15;987442775;0
15;990139468;1
15;991577728;1
15;998837229;1
15;0100235367X;1
15;1011563010;1
15;1021315249;1
15;1024619737;2
15;1049950186;1
15;0106314017X;0
15;1070195901;0
15;1071772031;0
15;986496561;0
15;0101887433X;0
15;1050923782;0
15;0105851332X;0
15;1116627418;1
15;997893443;2
15;1046406159;0
15;1046768662;0
15;1047004739;2
15;1091067201;1
15;986535273;1
15;986800996;0
15;1011727358;1
15;1017773866;0
15;1022022849;1
15;0104736848X;2
15;0102925785X;0
15;1079657908;0
15;986665029;0
15;1000028488;1
15;1000807282;1
15;1001080483;1
15;1001972791;0
15;1059619520;1
15;1022206648;0
15;1048534685;1
15;1014316839;1
15;1097522776;0
15;1052998496;0
15;984065822;1
15;990532143;1
15;991743202;1
15;1004963394;0
15;1010075217;2
15;1032017546;0
15;1032353201;1
15;993987168;0
15;1063759161;0
15;1049284674;1
15;1060505894;1
15;999018779;0
15;1009114565;1
15;1010477684;0
15;1111963568;1
15;1066617899;1
15;0107070458X;1
15;1036841065;1
15;1049440293;0
15;1064849326;0
15;1046983571;0
15;1060643413;0
15;997008989;0
15;1008774529;0
15;1009199242;0
15;1018177167;0
15;1028067127;0
15;1045779873;0
15;1057006327;1
15;1060323613;0
15;1060845369;0
15;1064036457;0
15;1066288062;1
15;1141108941;0
15;0114110895X;0
15;1036428850;0
15;1048404366;1
15;1028157088;0
15;1076437850;0
15;1082130869;0
15;0106079781X;0
15;1070279781;0
15;1019447583;0
15;0104753732X;1
15;1054294941;0
15;1056876417;0
15;1023886405;1
15;1003948235;0
15;1029254168;1
15;1052010539;1
15;990139379;0
15;099369098X;0
15;1005007586;0
15;1009136666;1
15;1120610753;1
15;1080956166;0
15;998743941;0
15;1028586019;0
15;991776976;0
15;1000247392;0
15;1004368453;0
15;1021196193;0
15;1059072238;0
15;987488473;0
15;1001892038;1
15;1049935918;0
15;1079812598;0
15;991501179;0
15;991841573;0
15;1049691563;0
15;1122198752;1
15;1034335324;0
15;1130453936;1
15;1058899937;0
15;1065889151;0
15;1050587332;0
15;0104553840X;1
15;1051778077;0
15;1120121221;0
15;994478046;0
15;0105240765X;0
15;1001080300;0
15;1050066480;0
15;1047229641;0
15;1006751084;0
15;1054896305;0
15;1059167557;0
15;1136828001;0
15;1121698557;2
15;1079159576;0
15;1137066873;0
15;1051351847;0
15;1062718836;0
15;1063711754;0
15;1069638765;0
15;1047024179;0
15;988481618;0
15;1023103427;0
15;987274090;0
15;1045525383;0
15;1060623846;0
15;1051977584;0
15;998665657;0
15;987455850;0
15;988667355;0
15;989040658;0
15;1009114573;1
15;1059294141;0
15;1036956008;0
15;1031207341;0
15;1141061163;0
15;1117707431;0
15;1051770351;1
15;1020291206;0
15;1062647475;0
15;1008936898;0
15;1048560368;0
15;1134959850;0
15;1063692148;0
15;1065889941;0
15;1017606943;1
15;1052629318;0
15;1059345102;0
15;1059754827;1
15;1060503948;0
15;1065937008;1
15;1060620774;0
15;1048015068;0
15;1063720311;0
15;1046915398;0
15;1048562034;0
15;0106029205X;0
15;1071329030;0
15;1077408528;0
15;990746127;0
15;1007257237;0
15;1009429388;0
15;099117996X;0
15;1047162075;0
15;1060549743;0
15;1047536730;0
15;1024745783;0
15;1067306323;0
15;1060589958;0
15;1138198285;0
15;1078245339;0
15;1119815436;0
15;0103148972X;0
15;1057978035;0
15;1136220070;0
15;0106816770X;0
15;1049874986;0
15;1038189411;0
15;1041893914;0
21;1125240784;2
21;991178165;2
21;1071378090;2
21;1031223851;2
21;1001927591;2
21;1052359329;2
21;987994441;2
21;1132028450;2
21;980909023;1
21;1002057744;2
21;1028637047;0
21;1017690685;2
21;1023353229;2
21;991577310;1
21;1051043336;0
21;1055042628;0
21;0107967991X;0
21;1082653888;0
21;1076038735;0
21;1068474092;1
21;1011684322;0
21;0113990194X;0
21;1112336672;1
21;1001427726;0
21;1003267548;0
21;0101173043X;2
21;1054726825;0
21;989790452;0
21;1066724318;0
21;1017562164;0
21;1037217217;0
21;990954242;0
21;991885171;0
21;1011923491;0
21;1054727805;0
21;1068468793;1
21;1002956757;0
21;1099436389;0
21;1050405560;0
21;1056835931;0
21;1061082040;0
21;1122577249;0
21;1017502846;0
21;1022173723;0
21;1095898477;0
21;1120723280;0
21;1110195923;0
22;1082131563;2
22;1056961171;2
22;1045552992;1
22;1097484920;2
22;998986089;2
22;1063092868;2
22;1082131504;2
22;1044962429;2
22;1122198612;1
22;1074582497;2
22;1112386637;2
22;990717631;2
22;1097474097;2
22;1122541600;1
22;1047020475;2
22;1048014738;2
22;1110025696;1
22;1123863695;1
22;1005803846;1
22;1001786521;1
22;1097430863;2
22;987716247;1
22;1124170383;1
22;1110321163;2
22;990587592;2
22;1052998534;1
22;1102354252;1
22;1084634376;1
22;0104936922X;0
22;1052630928;2
22;1065910649;1
22;987015060;1
22;987737767;1
22;988729938;1
22;1078029547;0
22;1017354022;1
22;1063099137;0
22;1067618163;0
22;1072181460;1
22;0107900663X;0
22;1053705697;1
22;1128459647;1
22;0111001354X;0
22;1011135302;1
22;1011642719;1
22;1046476238;1
22;1103961004;0
22;1046354531;1
22;987337319;1
22;990926990;1
22;991751442;1
22;994360797;1
22;996600426;1
22;996623043;1
22;1000570304;1
22;1022018159;1
22;1136905383;1
22;1036848280;1
22;1074699149;1
22;988021935;0
22;990467015;1
22;991498313;1
22;1002015138;1
22;1009722875;1
22;1117712990;1
22;1014977509;1
22;994113765;1
22;098840429X;1
22;998450502;0
22;998450510;0
22;1016842708;1
22;1033913537;0
22;1033913553;0
22;0103391357X;0
22;1046473794;1
22;1127023810;1
22;1048014681;0
22;1010783726;1
22;1032268948;1
22;999134019;1
22;1008652563;1
22;1018208267;1
22;0102920408X;1
22;1138834688;0
22;1014070880;1
22;1135669767;0
22;1140758519;1
22;1008393533;0
22;0102171609X;0
22;992159873;0
22;999785931;0
22;1049934377;0
22;1046458612;1
22;1113014512;0
22;1028630778;1
22;1052537030;1
22;1077573111;0
22;992996139;0
22;1061241017;1
22;1097448770;1
22;986888427;1
22;1074467523;0
22;1017557977;1
22;0102362785X;1
22;1047528878;0
22;1097394131;1
22;1046998234;1
22;1070939692;0
22;1056962097;1
22;1010764209;0
22;0106816770X;1
22;1066042985;0
22;1069736414;0
22;1077377754;0
22;1071629433;0
22;1072188376;1
22;1077306296;0
22;1100691324;0
22;1060836149;0
22;1135668043;0
22;986335096;0
22;986807850;1
22;986905720;0
22;988849445;0
22;989076660;1
22;991050878;1
22;995047928;2
22;999759337;1
22;1000130665;0
22;1001701674;0
22;1014447658;1
22;1047762447;0
22;1048095770;1
22;1049875869;0
22;1053655118;1
22;1054191697;0
22;1060507625;0
22;1065910762;0
22;1074463951;0
22;1076040152;0
22;1079843159;1
22;1097561666;0
22;1126970948;0
22;1133499074;1
22;1133499104;1
22;1135668868;1
22;1135961735;1
22;1136661859;0
23;988697238;2
23;1135330727;2
23;1133545130;2
23;1001790820;2
23;986950653;2
23;989199142;2
23;1051936764;2
23;1060638274;2
23;984344314;1
23;987297406;1
23;988887568;2
23;989861325;1
23;1097565432;2
23;980216036;2
23;986859745;2
23;988621517;1
23;1007975032;2
23;1046177389;2
23;1111233896;0
23;1046312790;2
23;1075810787;0
23;1067545867;0
23;986910201;1
23;986909661;0
23;987522701;1
23;988504510;1
23;991654811;0
23;1045264040;2
23;1046458388;0
23;1097382494;1
23;1105179168;0
23;1119707064;0
23;988574756;1
23;994102232;2
23;098874127X;0
23;996062424;0
23;991352165;0
23;0107965948X;0
23;1110037333;0
23;989491595;1
23;1058435965;1
23;1081212209;1
23;1139561332;2
23;1081423625;0
23;988211106;1
23;1079663312;0
23;998838551;0
23;1074477510;0
23;1067429042;0
23;1136258000;1
23;0106118398X;0
23;999184873;1
23;1047581825;2
23;987814605;1
23;098938179X;1
23;1001889592;2
23;1021173347;1
23;1059343436;1
23;1074671430;2
23;1081990449;0
23;1048095029;0
23;1081212144;0
23;1076954375;0
23;1081423587;0
23;1081990678;0
23;1118745884;0
23;0113070727X;0
23;1135194505;0
23;1139646826;0
23;985621346;0
23;986850551;0
23;988230607;0
23;988630141;0
23;988784092;0
23;996211241;0
23;1000424359;0
23;1000960110;0
23;1007442921;0
23;1014282977;0
23;0104534575X;0
23;1046177354;1
23;1046273388;0
23;1048051382;0
23;0105197819X;0
23;1060293102;0
23;1060524120;0
23;1060954230;0
23;1067702512;0
23;1070932906;0
23;1074661370;0
23;1077489234;0
23;1077956789;0
23;1079333436;0
23;1079399011;0
23;1081212039;0
23;1081212071;0
23;0108121211X;0
23;1081212136;0
23;1081212187;0
23;1081212217;0
23;1081212233;0
23;1081212306;0
23;1081718463;0
23;1081718579;0
23;1081990694;0
23;1081990740;0
23;1081990775;0
23;1097488349;0
23;1100368086;0
23;1102932973;0
23;1110755104;0
23;1117644979;0
23;1119919886;0
23;1122199694;1
23;1122587120;0
23;1123365059;1
23;1129692566;0
23;0113162971X;0
23;1131629728;0
23;0113926026X;0
23;1140220101;0
23;1125242256;0
23;988309742;0
23;988759322;0
23;988914948;0
23;989081400;0
23;989928233;0
23;992289262;0
23;993077153;0
23;994357737;0
23;994677308;0
23;995098352;0
23;997817380;0
23;1012626865;0
23;1023102420;0
23;1046766201;0
23;1050924029;0
23;1060830957;0
23;1063690978;0
23;1066903107;0
23;0107194794X;0
23;1073247562;0
23;1076881548;0
23;1076881572;0
23;1079001468;0
23;1079001484;0
23;1079001492;0
23;1081212098;0
23;1081212128;1
23;1081212268;0
23;1081559403;0
23;1097284654;0
23;1103955144;1
23;1103956426;0
23;1123055920;0
23;1125089652;0
23;1127581422;0
23;1139286757;0
23;1070385492;0
23;0107135941X;0
26;1027797954;1
26;1046649477;2
26;1046839845;1
26;1047023903;2
26;1051381207;2
26;1066509603;2
26;1066546479;0
26;1067547762;2
26;1074584317;1
26;1100560564;1
26;1138147486;2
26;0113819641X;2
26;1060899914;1
26;1097438783;2
26;1105184579;2
26;979687667;1
26;1097550052;1
26;1110023081;2
26;1081211768;2
26;1117803694;1
26;1098443918;1
26;1105184358;0
26;1049525914;0
26;1079662197;0
26;1072360276;0
26;1104374315;0
26;0105234917X;0
26;1048094456;1
26;0112990041X;0
26;1049739574;0
26;1046323172;0
26;1097438031;2
26;1067980431;2
26;1069092827;2
26;1118369203;0
26;1049369009;0
26;1097433498;0
26;1072784823;0
26;1081987294;2
26;1120412048;0
26;0106052970X;0
26;1077310110;1
26;1048680207;0
26;1098306953;0
26;1072784769;2
26;1110884273;0
26;1112603484;2
26;1103803999;0
26;1107777305;2
26;1068748109;0
26;1083462865;0
26;1132378672;0
26;1070074551;0
26;1046767801;0
26;986910767;0
26;1060717832;0
26;0106651111X;1
26;987025929;0
26;998683051;0
26;1027022650;1
26;1072464632;0
26;1074824423;0
26;1099310725;0
26;1099310970;0
26;1069150452;1
26;1072839156;2
26;1071596500;0
26;1067617299;2
26;1078957622;0
26;0105396272X;0
26;1038274664;0
26;1128861631;2
26;1053328168;0
26;995338531;0
26;1038162017;0
26;1106854519;0
26;986514063;0
26;1059238136;1
26;1073201678;1
26;998800163;0
26;986008680;0
26;994280688;0
26;099438999X;0
26;993286690;0
26;1045928593;0
26;1067705155;0
26;989977277;0
26;1082474126;0
26;0105234254X;1
26;990472434;0
26;1122593155;0
26;1023651823;0
26;1084635976;2
26;1090785534;1
26;1110034164;2
26;1075373921;0
26;1046689487;2
26;1081432004;1
26;1045524476;0
26;1035250462;0
26;1046765736;0
26;1117705900;1
26;1072155079;1
26;1007941324;0
26;1110035942;2
26;1051502837;0
26;1001110862;0
26;1032967692;0
26;1007763167;0
26;1066163405;1
26;0107278470X;0
26;1076280072;0
26;1018782427;0
26;1080478833;0
26;1049573099;0
26;1067618473;0
26;1074673018;0
26;1078997632;0
26;1048680304;0
26;1131586875;0
26;1055918434;0
26;1136422749;1
26;1115807358;0
26;1050241258;0
26;1055967346;0
26;1009846582;0
26;1010592858;0
26;1063691486;0
26;1081302917;0
26;1060998009;0
26;968402992;0
26;985503556;0
26;988973138;0
26;993614574;0
26;099584576X;0
26;997539720;0
26;999241974;0
26;1007151137;0
26;1007868430;0
26;1011627914;0
26;1011784645;0
26;1016335466;0
26;1016489900;0
26;1017006164;0
26;1017420408;0
26;1018673156;0
26;1019822562;0
26;1021363308;0
26;1022146750;0
26;1022292641;0
26;1025164083;0
26;1026021065;0
26;1027697917;0
26;1027864279;0
26;1028415915;0
26;0102841594X;0
26;1029327637;0
26;1038868815;0
26;1043999655;0
26;1044039663;0
26;1044732059;0
26;0104617794X;0
26;1047000946;0
26;0105097767X;0
26;1060521849;0
26;1060833212;0
26;1063115825;0
26;1063992567;1
26;0106464712X;0
26;1065148143;0
26;1065665121;0
26;1065886764;0
26;1068131640;0
26;0106962344X;0
26;1070032697;0
26;1071684345;0
26;1071957368;0
26;1074255623;0
26;1074358813;0
26;1074685873;0
26;1075190428;0
26;1075283590;0
26;1079071407;0
26;1079658653;0
26;1102710431;0
26;1105876764;0
26;1114664383;0
26;1120120616;0
26;0112202262X;0
26;1122285973;0
26;1122437196;0
26;1127728423;0
26;1129957934;0
26;1138468142;0
26;1139709240;0
26;1028407602;0
26;1047253259;0
26;1066948003;0
27;986365157;2
27;987296558;2
27;1125921420;2
27;986565555;2
27;987725637;2
27;988288869;2
27;1065609825;2
27;1066974012;1
27;1071371940;1
27;1073158926;1
27;1122080670;2
27;1122080689;2
27;0112328198X;2
27;1123281998;2
27;1053966873;0
27;986335185;2
27;1123768404;1
27;987275917;2
27;0112308730X;2
27;1125899859;2
27;1060844796;0
27;1057005150;2
27;1082204935;1
27;1083730231;1
27;986995568;2
27;988306808;2
27;1124465197;1
27;1138748498;1
27;987236008;0
27;988264773;2
27;991604504;0
27;993231543;0
27;0101160521X;0
27;1077606729;1
27;1079859470;0
27;1100387927;0
27;1101455276;1
27;1105472337;0
27;1120410290;1
27;1122541767;1
27;1136898034;1
27;1139529366;0
27;1045383309;0
27;1045636304;0
30;1097382788;1
30;1049444310;2
30;1002018544;2
30;1075810132;2
30;992870070;2
30;995045267;2
30;1008211680;1
30;1069096369;1
30;1097493164;2
30;1016106351;2
30;990017133;1
30;1053329415;2
30;098803705X;2
30;1077369166;2
30;1046838261;1
30;1052171710;1
30;1077212054;2
30;1076505546;1
30;1036556476;0
30;1058252712;0
30;1046979604;1
30;1007437685;1
30;0104633090X;1
30;1006360271;1
30;1074678923;1
30;1017741239;0
30;1026346274;0
30;1020330619;1
30;1075374650;0
30;1117673685;1
30;1097559440;0
30;1052742386;1
30;1027822851;1
30;1097486060;1
30;1065983638;1
30;1069729671;1
30;1046344862;0
30;1060795167;0
30;0102158519X;1
30;1053779208;1
30;1047885239;1
30;1074482468;1
30;1060951452;1
30;1046765469;1
30;0109738490X;1
30;1080723366;1
30;1077310544;1
30;1047581302;1
30;1047001586;0
30;1135535698;0
30;1139120166;0
30;1138632619;1
30;1119271053;0
30;1097561674;1
30;1077310838;1
30;1051579325;1
30;0106064505X;0
30;1070385573;1
30;1099100836;2
30;1060293102;0
30;1050356551;1
30;1046982699;2
30;982879687;0
30;1097391566;0
30;1140839853;1
30;1009742876;1
30;1001761103;0
30;1121210988;1
30;996783849;0
30;1075373972;1
30;1025019857;0
30;1021082643;1
30;989589722;0
30;1052359140;1
30;1012819868;0
30;1046766694;2
30;997087765;1
30;0105800123X;0
30;1074587189;0
30;1074477960;2
30;992917093;0
30;1050196783;0
30;1140710192;0
30;0106915640X;0
30;0105066762X;0
30;993076912;0
30;1053596200;0
30;985380004;2
30;0104779943X;1
30;1052950744;1
30;994279965;2
30;1046838997;0
30;098761424X;1
30;994909012;0
30;1001502027;0
30;1007458712;0
30;1018041176;1
30;1021082279;1
30;1044964502;1
30;1046761919;2
30;1050874269;1
30;1058252801;2
30;1060201445;0
30;1060644533;2
30;1063761166;1
30;1065875401;2
30;1065934157;1
30;1067702571;1
30;1074467744;1
30;0107448438X;1
30;1075209498;0
30;1075810124;2
30;1075810159;1
30;1075810248;1
30;1076275699;1
30;1081691778;0
30;1100713352;1
30;1104129264;1
30;1121909027;1
30;1140840045;0
30;1140840061;2
30;0114084010X;0
30;1060650800;1
30;0106587474X;2
30;1065053975;0
30;1008774669;1
30;1063244447;1
50;1008461202;0
50;987418637;1
50;992409365;0
50;1074671201;1
50;1077954883;0
50;0105213646X;1
50;1069398624;0
50;1073253929;2
50;1073254119;2
50;993394744;2
50;991759923;2
50;1047188201;2
50;1047558696;2
50;1069092657;0
50;1072847450;1
50;0107284754X;1
50;1072847558;1
50;0109759095X;0
50;0110448563X;0
50;987488627;0
